drugpair,label
"('Compound::DB08932', 'Compound::DB09026')",7
"('Compound::DB00179', 'Compound::DB09026')",9
"('Compound::DB00784', 'Compound::DB09026')",9
"('Compound::DB00814', 'Compound::DB09026')",9
"('Compound::DB00703', 'Compound::DB09026')",1
"('Compound::DB00968', 'Compound::DB09026')",7
"('Compound::DB00422', 'Compound::DB09026')",9
"('Compound::DB00849', 'Compound::DB09026')",7
"('Compound::DB00264', 'Compound::DB09026')",7
"('Compound::DB00834', 'Compound::DB09026')",2
"('Compound::DB00805', 'Compound::DB09026')",7
"('Compound::DB00648', 'Compound::DB09026')",3
"('Compound::DB01171', 'Compound::DB09026')",7
"('Compound::DB09282', 'Compound::DB09026')",7
"('Compound::DB00295', 'Compound::DB09026')",1
"('Compound::DB00688', 'Compound::DB09026')",9
"('Compound::DB01024', 'Compound::DB09026')",9
"('Compound::DB00486', 'Compound::DB09026')",1
"('Compound::DB00461', 'Compound::DB09026')",9
"('Compound::DB00788', 'Compound::DB09026')",9
"('Compound::DB04861', 'Compound::DB09026')",7
"('Compound::DB01149', 'Compound::DB09026')",0
"('Compound::DB09048', 'Compound::DB09026')",2
"('Compound::DB00622', 'Compound::DB09026')",7
"('Compound::DB06772', 'Compound::DB00523')",1
"('Compound::DB00531', 'Compound::DB00523')",27
"('Compound::DB09123', 'Compound::DB00523')",4
"('Compound::DB00255', 'Compound::DB00523')",4
"('Compound::DB01396', 'Compound::DB00523')",18
"('Compound::DB00390', 'Compound::DB00523')",18
"('Compound::DB01248', 'Compound::DB00523')",1
"('Compound::DB00254', 'Compound::DB00523')",1
"('Compound::DB01395', 'Compound::DB00523')",4
"('Compound::DB00783', 'Compound::DB00523')",4
"('Compound::DB01196', 'Compound::DB00523')",4
"('Compound::DB04574', 'Compound::DB00523')",4
"('Compound::DB00977', 'Compound::DB00523')",4
"('Compound::DB00294', 'Compound::DB00523')",4
"('Compound::DB06730', 'Compound::DB00523')",4
"('Compound::DB11633', 'Compound::DB00523')",2
"('Compound::DB00367', 'Compound::DB00523')",4
"('Compound::DB09280', 'Compound::DB00523')",3
"('Compound::DB00603', 'Compound::DB00523')",4
"('Compound::DB01357', 'Compound::DB00523')",4
"('Compound::DB00563', 'Compound::DB00523')",50
"('Compound::DB01223', 'Compound::DB00437')",2
"('Compound::DB00993', 'Compound::DB00437')",12
"('Compound::DB00437', 'Compound::DB00542')",59
"('Compound::DB00437', 'Compound::DB00436')",59
"('Compound::DB00437', 'Compound::DB00887')",1
"('Compound::DB00437', 'Compound::DB01197')",59
"('Compound::DB00437', 'Compound::DB00564')",2
"('Compound::DB00437', 'Compound::DB00672')",2
"('Compound::DB00437', 'Compound::DB00531')",1
"('Compound::DB00437', 'Compound::DB00266')",11
"('Compound::DB00437', 'Compound::DB00584')",59
"('Compound::DB00437', 'Compound::DB00903')",1
"('Compound::DB00437', 'Compound::DB00695')",1
"('Compound::DB00437', 'Compound::DB00808')",59
"('Compound::DB00437', 'Compound::DB01033')",2
"('Compound::DB01431', 'Compound::DB01118')",0
"('Compound::DB01431', 'Compound::DB06605')",4
"('Compound::DB01431', 'Compound::DB00673')",2
"('Compound::DB01431', 'Compound::DB00278')",4
"('Compound::DB01431', 'Compound::DB00289')",0
"('Compound::DB01431', 'Compound::DB00006')",4
"('Compound::DB01431', 'Compound::DB00188')",0
"('Compound::DB01431', 'Compound::DB00559')",3
"('Compound::DB01431', 'Compound::DB00564')",8
"('Compound::DB01431', 'Compound::DB09063')",2
"('Compound::DB01431', 'Compound::DB01211')",0
"('Compound::DB01431', 'Compound::DB00283')",0
"('Compound::DB01431', 'Compound::DB00257')",0
"('Compound::DB01431', 'Compound::DB00872')",2
"('Compound::DB01431', 'Compound::DB08865')",0
"('Compound::DB01431', 'Compound::DB00091')",0
"('Compound::DB01431', 'Compound::DB06695')",4
"('Compound::DB01431', 'Compound::DB08912')",3
"('Compound::DB01431', 'Compound::DB01254')",2
"('Compound::DB01431', 'Compound::DB00266')",4
"('Compound::DB01431', 'Compound::DB00320')",0
"('Compound::DB01431', 'Compound::DB00343')",0
"('Compound::DB01431', 'Compound::DB00254')",0
"('Compound::DB01431', 'Compound::DB04855')",0
"('Compound::DB01431', 'Compound::DB08899')",3
"('Compound::DB01431', 'Compound::DB00199')",0
"('Compound::DB01431', 'Compound::DB00176')",0
"('Compound::DB01431', 'Compound::DB01320')",8
"('Compound::DB01431', 'Compound::DB00619')",0
"('Compound::DB01431', 'Compound::DB11633')",2
"('Compound::DB01431', 'Compound::DB00270')",0
"('Compound::DB01431', 'Compound::DB01167')",0
"('Compound::DB01431', 'Compound::DB08820')",2
"('Compound::DB01431', 'Compound::DB01026')",0
"('Compound::DB01431', 'Compound::DB00227')",0
"('Compound::DB01431', 'Compound::DB09280')",8
"('Compound::DB01431', 'Compound::DB00834')",2
"('Compound::DB01431', 'Compound::DB00648')",3
"('Compound::DB01431', 'Compound::DB01149')",0
"('Compound::DB01431', 'Compound::DB09048')",2
"('Compound::DB00918', 'Compound::DB01118')",2
"('Compound::DB00918', 'Compound::DB00321')",1
"('Compound::DB00918', 'Compound::DB00543')",1
"('Compound::DB00918', 'Compound::DB00182')",2
"('Compound::DB00918', 'Compound::DB00673')",2
"('Compound::DB00918', 'Compound::DB01238')",1
"('Compound::DB00918', 'Compound::DB06413')",0
"('Compound::DB00918', 'Compound::DB06216')",1
"('Compound::DB00918', 'Compound::DB00289')",0
"('Compound::DB00918', 'Compound::DB00207')",0
"('Compound::DB00918', 'Compound::DB00195')",0
"('Compound::DB00918', 'Compound::DB00188')",0
"('Compound::DB00918', 'Compound::DB00559')",3
"('Compound::DB00918', 'Compound::DB09128')",1
"('Compound::DB00918', 'Compound::DB01200')",33
"('Compound::DB00918', 'Compound::DB01156')",0
"('Compound::DB00918', 'Compound::DB00490')",1
"('Compound::DB00918', 'Compound::DB00248')",33
"('Compound::DB00918', 'Compound::DB00201')",0
"('Compound::DB00918', 'Compound::DB00564')",8
"('Compound::DB00918', 'Compound::DB06016')",1
"('Compound::DB00918', 'Compound::DB00482')",0
"('Compound::DB00918', 'Compound::DB09063')",2
"('Compound::DB00918', 'Compound::DB00446')",0
"('Compound::DB00918', 'Compound::DB00608')",0
"('Compound::DB00918', 'Compound::DB00477')",0
"('Compound::DB00918', 'Compound::DB00169')",0
"('Compound::DB00918', 'Compound::DB00501')",0
"('Compound::DB00918', 'Compound::DB01012')",0
"('Compound::DB00918', 'Compound::DB00215')",1
"('Compound::DB00918', 'Compound::DB01211')",2
"('Compound::DB00918', 'Compound::DB00283')",0
"('Compound::DB00918', 'Compound::DB01242')",1
"('Compound::DB00918', 'Compound::DB00257')",0
"('Compound::DB00918', 'Compound::DB00363')",0
"('Compound::DB00918', 'Compound::DB00907')",0
"('Compound::DB00918', 'Compound::DB00872')",2
"('Compound::DB00918', 'Compound::DB05219')",0
"('Compound::DB00918', 'Compound::DB08865')",0
"('Compound::DB00918', 'Compound::DB00924')",1
"('Compound::DB00918', 'Compound::DB00091')",0
"('Compound::DB00918', 'Compound::DB04839')",3
"('Compound::DB00918', 'Compound::DB08912')",3
"('Compound::DB00918', 'Compound::DB00496')",0
"('Compound::DB00918', 'Compound::DB01254')",2
"('Compound::DB00918', 'Compound::DB01151')",1
"('Compound::DB00918', 'Compound::DB06700')",1
"('Compound::DB00918', 'Compound::DB00514')",1
"('Compound::DB00918', 'Compound::DB00320')",33
"('Compound::DB00918', 'Compound::DB00343')",0
"('Compound::DB00918', 'Compound::DB01075')",0
"('Compound::DB00918', 'Compound::DB00757')",14
"('Compound::DB00918', 'Compound::DB09167')",0
"('Compound::DB00918', 'Compound::DB01142')",1
"('Compound::DB00918', 'Compound::DB00254')",0
"('Compound::DB00918', 'Compound::DB04855')",0
"('Compound::DB00918', 'Compound::DB06262')",32
"('Compound::DB00918', 'Compound::DB00476')",1
"('Compound::DB00918', 'Compound::DB00216')",1
"('Compound::DB00918', 'Compound::DB09039')",0
"('Compound::DB00918', 'Compound::DB08899')",3
"('Compound::DB00918', 'Compound::DB01253')",33
"('Compound::DB00918', 'Compound::DB00696')",33
"('Compound::DB00918', 'Compound::DB00199')",0
"('Compound::DB00918', 'Compound::DB01175')",1
"('Compound::DB00918', 'Compound::DB09119')",0
"('Compound::DB00918', 'Compound::DB00736')",0
"('Compound::DB00918', 'Compound::DB01023')",0
"('Compound::DB00918', 'Compound::DB00813')",1
"('Compound::DB00918', 'Compound::DB00472')",0
"('Compound::DB00918', 'Compound::DB00875')",1
"('Compound::DB00918', 'Compound::DB00623')",1
"('Compound::DB00918', 'Compound::DB00176')",0
"('Compound::DB00918', 'Compound::DB01320')",8
"('Compound::DB00918', 'Compound::DB00998')",1
"('Compound::DB00918', 'Compound::DB01241')",0
"('Compound::DB00918', 'Compound::DB00889')",14
"('Compound::DB00918', 'Compound::DB00502')",0
"('Compound::DB00918', 'Compound::DB04946')",1
"('Compound::DB00918', 'Compound::DB00619')",0
"('Compound::DB00918', 'Compound::DB00458')",1
"('Compound::DB00918', 'Compound::DB01029')",0
"('Compound::DB00918', 'Compound::DB11633')",2
"('Compound::DB00918', 'Compound::DB00951')",0
"('Compound::DB00918', 'Compound::DB00270')",0
"('Compound::DB00918', 'Compound::DB01167')",2
"('Compound::DB00918', 'Compound::DB08820')",2
"('Compound::DB00918', 'Compound::DB01026')",2
"('Compound::DB00918', 'Compound::DB00150')",14
"('Compound::DB00918', 'Compound::DB01259')",0
"('Compound::DB00918', 'Compound::DB08918')",1
"('Compound::DB00918', 'Compound::DB00281')",0
"('Compound::DB00918', 'Compound::DB09198')",0
"('Compound::DB00918', 'Compound::DB04871')",1
"('Compound::DB00918', 'Compound::DB00678')",0
"('Compound::DB00918', 'Compound::DB00227')",0
"('Compound::DB00918', 'Compound::DB09280')",2
"('Compound::DB00918', 'Compound::DB08815')",1
"('Compound::DB00918', 'Compound::DB00934')",1
"('Compound::DB00918', 'Compound::DB09224')",1
"('Compound::DB00918', 'Compound::DB00933')",1
"('Compound::DB00918', 'Compound::DB00333')",1
"('Compound::DB00918', 'Compound::DB01403')",0
"('Compound::DB00918', 'Compound::DB00353')",33
"('Compound::DB00918', 'Compound::DB01233')",1
"('Compound::DB00918', 'Compound::DB00264')",0
"('Compound::DB00918', 'Compound::DB00379')",0
"('Compound::DB00918', 'Compound::DB06595')",0
"('Compound::DB00918', 'Compound::DB00834')",2
"('Compound::DB00918', 'Compound::DB00805')",0
"('Compound::DB00918', 'Compound::DB08893')",0
"('Compound::DB00918', 'Compound::DB00370')",1
"('Compound::DB00918', 'Compound::DB00648')",3
"('Compound::DB00918', 'Compound::DB01171')",2
"('Compound::DB00918', 'Compound::DB00745')",0
"('Compound::DB00918', 'Compound::DB00952')",1
"('Compound::DB00918', 'Compound::DB01149')",2
"('Compound::DB00918', 'Compound::DB09048')",2
"('Compound::DB00918', 'Compound::DB00622')",0
"('Compound::DB06203', 'Compound::DB01223')",3
"('Compound::DB06203', 'Compound::DB00233')",10
"('Compound::DB06203', 'Compound::DB01118')",0
"('Compound::DB06203', 'Compound::DB00321')",2
"('Compound::DB06203', 'Compound::DB00543')",2
"('Compound::DB06203', 'Compound::DB00182')",10
"('Compound::DB06203', 'Compound::DB00673')",2
"('Compound::DB06203', 'Compound::DB01238')",4
"('Compound::DB06203', 'Compound::DB01169')",4
"('Compound::DB06203', 'Compound::DB06216')",4
"('Compound::DB06203', 'Compound::DB00289')",0
"('Compound::DB06203', 'Compound::DB01014')",10
"('Compound::DB06203', 'Compound::DB00542')",1
"('Compound::DB06203', 'Compound::DB00436')",4
"('Compound::DB06203', 'Compound::DB00443')",4
"('Compound::DB06203', 'Compound::DB00195')",0
"('Compound::DB06203', 'Compound::DB00188')",0
"('Compound::DB06203', 'Compound::DB00559')",3
"('Compound::DB06203', 'Compound::DB09128')",4
"('Compound::DB06203', 'Compound::DB01200')",2
"('Compound::DB06203', 'Compound::DB00887')",4
"('Compound::DB06203', 'Compound::DB01156')",0
"('Compound::DB06203', 'Compound::DB00248')",2
"('Compound::DB06203', 'Compound::DB01197')",1
"('Compound::DB06203', 'Compound::DB00564')",8
"('Compound::DB06203', 'Compound::DB00482')",0
"('Compound::DB06203', 'Compound::DB09063')",2
"('Compound::DB06203', 'Compound::DB00608')",0
"('Compound::DB06203', 'Compound::DB00477')",0
"('Compound::DB06203', 'Compound::DB00672')",10
"('Compound::DB06203', 'Compound::DB00169')",0
"('Compound::DB06203', 'Compound::DB00501')",0
"('Compound::DB06203', 'Compound::DB01012')",0
"('Compound::DB06203', 'Compound::DB00215')",0
"('Compound::DB06203', 'Compound::DB01211')",4
"('Compound::DB06203', 'Compound::DB00283')",0
"('Compound::DB06203', 'Compound::DB01242')",2
"('Compound::DB06203', 'Compound::DB00257')",0
"('Compound::DB06203', 'Compound::DB00363')",0
"('Compound::DB06203', 'Compound::DB00907')",0
"('Compound::DB06203', 'Compound::DB00872')",2
"('Compound::DB06203', 'Compound::DB01380')",4
"('Compound::DB06203', 'Compound::DB08865')",0
"('Compound::DB06203', 'Compound::DB00924')",2
"('Compound::DB06203', 'Compound::DB00531')",1
"('Compound::DB06203', 'Compound::DB00091')",2
"('Compound::DB06203', 'Compound::DB04839')",4
"('Compound::DB06203', 'Compound::DB08912')",3
"('Compound::DB06203', 'Compound::DB01406')",4
"('Compound::DB06203', 'Compound::DB00496')",0
"('Compound::DB06203', 'Compound::DB01254')",2
"('Compound::DB06203', 'Compound::DB01151')",2
"('Compound::DB06203', 'Compound::DB06700')",10
"('Compound::DB06203', 'Compound::DB01234')",4
"('Compound::DB06203', 'Compound::DB01119')",4
"('Compound::DB06203', 'Compound::DB09123')",4
"('Compound::DB06203', 'Compound::DB00255')",3
"('Compound::DB06203', 'Compound::DB00861')",10
"('Compound::DB06203', 'Compound::DB00390')",2
"('Compound::DB06203', 'Compound::DB00320')",2
"('Compound::DB06203', 'Compound::DB00343')",0
"('Compound::DB06203', 'Compound::DB01075')",0
"('Compound::DB06203', 'Compound::DB00280')",10
"('Compound::DB06203', 'Compound::DB09167')",0
"('Compound::DB06203', 'Compound::DB01142')",2
"('Compound::DB06203', 'Compound::DB00254')",0
"('Compound::DB06203', 'Compound::DB04855')",0
"('Compound::DB06203', 'Compound::DB01395')",4
"('Compound::DB06203', 'Compound::DB00476')",0
"('Compound::DB06203', 'Compound::DB09039')",0
"('Compound::DB06203', 'Compound::DB00584')",1
"('Compound::DB06203', 'Compound::DB00467')",10
"('Compound::DB06203', 'Compound::DB08899')",3
"('Compound::DB06203', 'Compound::DB00668')",4
"('Compound::DB06203', 'Compound::DB01253')",2
"('Compound::DB06203', 'Compound::DB00696')",2
"('Compound::DB06203', 'Compound::DB00199')",0
"('Compound::DB06203', 'Compound::DB01175')",10
"('Compound::DB06203', 'Compound::DB00783')",3
"('Compound::DB06203', 'Compound::DB01196')",3
"('Compound::DB06203', 'Compound::DB04574')",3
"('Compound::DB06203', 'Compound::DB00903')",4
"('Compound::DB06203', 'Compound::DB00977')",3
"('Compound::DB06203', 'Compound::DB00294')",4
"('Compound::DB06203', 'Compound::DB01590')",4
"('Compound::DB06203', 'Compound::DB00472')",0
"('Compound::DB06203', 'Compound::DB00176')",0
"('Compound::DB06203', 'Compound::DB01320')",8
"('Compound::DB06203', 'Compound::DB00695')",4
"('Compound::DB06203', 'Compound::DB01120')",10
"('Compound::DB06203', 'Compound::DB00222')",10
"('Compound::DB06203', 'Compound::DB01067')",10
"('Compound::DB06203', 'Compound::DB01016')",10
"('Compound::DB06203', 'Compound::DB00502')",0
"('Compound::DB06203', 'Compound::DB00741')",4
"('Compound::DB06203', 'Compound::DB06789')",4
"('Compound::DB06203', 'Compound::DB04946')",4
"('Compound::DB06203', 'Compound::DB00619')",0
"('Compound::DB06203', 'Compound::DB00458')",2
"('Compound::DB06203', 'Compound::DB00808')",4
"('Compound::DB06203', 'Compound::DB11633')",2
"('Compound::DB06203', 'Compound::DB00951')",0
"('Compound::DB06203', 'Compound::DB00270')",0
"('Compound::DB06203', 'Compound::DB01167')",0
"('Compound::DB06203', 'Compound::DB08820')",2
"('Compound::DB06203', 'Compound::DB01026')",0
"('Compound::DB06203', 'Compound::DB01137')",10
"('Compound::DB06203', 'Compound::DB08918')",10
"('Compound::DB06203', 'Compound::DB00367')",4
"('Compound::DB06203', 'Compound::DB00166')",10
"('Compound::DB06203', 'Compound::DB04871')",0
"('Compound::DB06203', 'Compound::DB00227')",2
"('Compound::DB06203', 'Compound::DB09280')",8
"('Compound::DB06203', 'Compound::DB08815')",4
"('Compound::DB06203', 'Compound::DB00603')",4
"('Compound::DB06203', 'Compound::DB01357')",3
"('Compound::DB06203', 'Compound::DB00333')",0
"('Compound::DB06203', 'Compound::DB01403')",0
"('Compound::DB06203', 'Compound::DB00353')",2
"('Compound::DB06203', 'Compound::DB00959')",4
"('Compound::DB06203', 'Compound::DB06710')",10
"('Compound::DB06203', 'Compound::DB00264')",0
"('Compound::DB06203', 'Compound::DB00683')",2
"('Compound::DB06203', 'Compound::DB06595')",0
"('Compound::DB06203', 'Compound::DB00834')",2
"('Compound::DB06203', 'Compound::DB00805')",10
"('Compound::DB06203', 'Compound::DB08893')",0
"('Compound::DB06203', 'Compound::DB00370')",2
"('Compound::DB06203', 'Compound::DB00648')",3
"('Compound::DB06203', 'Compound::DB01171')",10
"('Compound::DB06203', 'Compound::DB08804')",10
"('Compound::DB06203', 'Compound::DB00731')",10
"('Compound::DB06203', 'Compound::DB01149')",2
"('Compound::DB06203', 'Compound::DB09048')",2
"('Compound::DB06203', 'Compound::DB00627')",4
"('Compound::DB06203', 'Compound::DB00622')",0
"('Compound::DB00969', 'Compound::DB01118')",2
"('Compound::DB00969', 'Compound::DB00673')",2
"('Compound::DB00969', 'Compound::DB00289')",0
"('Compound::DB00969', 'Compound::DB00207')",0
"('Compound::DB00969', 'Compound::DB00188')",0
"('Compound::DB00969', 'Compound::DB00559')",3
"('Compound::DB00969', 'Compound::DB00201')",0
"('Compound::DB00969', 'Compound::DB01101')",0
"('Compound::DB00969', 'Compound::DB00564')",8
"('Compound::DB00969', 'Compound::DB09063')",2
"('Compound::DB00969', 'Compound::DB00169')",0
"('Compound::DB00969', 'Compound::DB00215')",0
"('Compound::DB00969', 'Compound::DB01211')",2
"('Compound::DB00969', 'Compound::DB00283')",0
"('Compound::DB00969', 'Compound::DB00257')",0
"('Compound::DB00969', 'Compound::DB00872')",2
"('Compound::DB00969', 'Compound::DB05219')",0
"('Compound::DB00969', 'Compound::DB08865')",0
"('Compound::DB00969', 'Compound::DB00091')",0
"('Compound::DB00969', 'Compound::DB04839')",3
"('Compound::DB00969', 'Compound::DB08912')",3
"('Compound::DB00969', 'Compound::DB01254')",2
"('Compound::DB00969', 'Compound::DB00320')",0
"('Compound::DB00969', 'Compound::DB00343')",0
"('Compound::DB00969', 'Compound::DB09167')",0
"('Compound::DB00969', 'Compound::DB00254')",0
"('Compound::DB00969', 'Compound::DB04855')",0
"('Compound::DB00969', 'Compound::DB08899')",3
"('Compound::DB00969', 'Compound::DB00199')",0
"('Compound::DB00969', 'Compound::DB00322')",0
"('Compound::DB00969', 'Compound::DB00544')",0
"('Compound::DB00969', 'Compound::DB01095')",0
"('Compound::DB00969', 'Compound::DB00176')",0
"('Compound::DB00969', 'Compound::DB01320')",8
"('Compound::DB00969', 'Compound::DB01241')",0
"('Compound::DB00969', 'Compound::DB00619')",0
"('Compound::DB00969', 'Compound::DB01029')",0
"('Compound::DB00969', 'Compound::DB11633')",2
"('Compound::DB00969', 'Compound::DB00270')",0
"('Compound::DB00969', 'Compound::DB01167')",2
"('Compound::DB00969', 'Compound::DB08820')",2
"('Compound::DB00969', 'Compound::DB01026')",2
"('Compound::DB00969', 'Compound::DB01097')",0
"('Compound::DB00969', 'Compound::DB00281')",0
"('Compound::DB00969', 'Compound::DB09198')",0
"('Compound::DB00969', 'Compound::DB00678')",0
"('Compound::DB00969', 'Compound::DB00227')",0
"('Compound::DB00969', 'Compound::DB09280')",3
"('Compound::DB00969', 'Compound::DB00379')",0
"('Compound::DB00969', 'Compound::DB06595')",0
"('Compound::DB00969', 'Compound::DB00834')",2
"('Compound::DB00969', 'Compound::DB00648')",3
"('Compound::DB00969', 'Compound::DB01149')",2
"('Compound::DB00969', 'Compound::DB09048')",2
"('Compound::DB00969', 'Compound::DB00622')",0
"('Compound::DB00866', 'Compound::DB01122')",13
"('Compound::DB00866', 'Compound::DB06403')",7
"('Compound::DB00866', 'Compound::DB01143')",7
"('Compound::DB00866', 'Compound::DB01223')",29
"('Compound::DB00866', 'Compound::DB01118')",15
"('Compound::DB00866', 'Compound::DB00381')",7
"('Compound::DB00866', 'Compound::DB01351')",3
"('Compound::DB00866', 'Compound::DB00613')",0
"('Compound::DB00866', 'Compound::DB00182')",7
"('Compound::DB00866', 'Compound::DB01435')",9
"('Compound::DB00866', 'Compound::DB00714')",20
"('Compound::DB00866', 'Compound::DB05676')",9
"('Compound::DB00866', 'Compound::DB01274')",29
"('Compound::DB00866', 'Compound::DB00289')",0
"('Compound::DB00866', 'Compound::DB06237')",25
"('Compound::DB00866', 'Compound::DB00972')",9
"('Compound::DB00866', 'Compound::DB01014')",9
"('Compound::DB00866', 'Compound::DB01408')",29
"('Compound::DB00866', 'Compound::DB00542')",7
"('Compound::DB00866', 'Compound::DB00436')",7
"('Compound::DB00866', 'Compound::DB00865')",20
"('Compound::DB00866', 'Compound::DB01244')",7
"('Compound::DB00866', 'Compound::DB00195')",0
"('Compound::DB00866', 'Compound::DB00612')",7
"('Compound::DB00866', 'Compound::DB00559')",7
"('Compound::DB00866', 'Compound::DB00484')",25
"('Compound::DB00866', 'Compound::DB00963')",9
"('Compound::DB00866', 'Compound::DB01200')",20
"('Compound::DB00866', 'Compound::DB00297')",2
"('Compound::DB00866', 'Compound::DB01156')",0
"('Compound::DB00866', 'Compound::DB00248')",33
"('Compound::DB00866', 'Compound::DB00796')",7
"('Compound::DB00866', 'Compound::DB01197')",7
"('Compound::DB00866', 'Compound::DB00411')",1
"('Compound::DB00866', 'Compound::DB00521')",7
"('Compound::DB00866', 'Compound::DB01136')",17
"('Compound::DB00866', 'Compound::DB00482')",0
"('Compound::DB00866', 'Compound::DB04846')",29
"('Compound::DB00866', 'Compound::DB00185')",1
"('Compound::DB00866', 'Compound::DB00608')",0
"('Compound::DB00866', 'Compound::DB00477')",0
"('Compound::DB00866', 'Compound::DB00672')",10
"('Compound::DB00866', 'Compound::DB00169')",0
"('Compound::DB00866', 'Compound::DB00501')",0
"('Compound::DB00866', 'Compound::DB01012')",0
"('Compound::DB00866', 'Compound::DB00215')",0
"('Compound::DB00866', 'Compound::DB00283')",0
"('Compound::DB00866', 'Compound::DB01407')",29
"('Compound::DB00866', 'Compound::DB01242')",0
"('Compound::DB00866', 'Compound::DB00575')",20
"('Compound::DB00866', 'Compound::DB00257')",0
"('Compound::DB00866', 'Compound::DB00363')",0
"('Compound::DB00866', 'Compound::DB00907')",0
"('Compound::DB00866', 'Compound::DB00496')",0
"('Compound::DB00866', 'Compound::DB04840')",7
"('Compound::DB00866', 'Compound::DB01245')",13
"('Compound::DB00866', 'Compound::DB01151')",0
"('Compound::DB00866', 'Compound::DB06700')",2
"('Compound::DB00866', 'Compound::DB00633')",20
"('Compound::DB00866', 'Compound::DB01119')",7
"('Compound::DB00866', 'Compound::DB00586')",9
"('Compound::DB00866', 'Compound::DB00861')",9
"('Compound::DB00866', 'Compound::DB01396')",13
"('Compound::DB00866', 'Compound::DB00390')",13
"('Compound::DB00866', 'Compound::DB00320')",20
"('Compound::DB00866', 'Compound::DB00343')",7
"('Compound::DB00866', 'Compound::DB01075')",0
"('Compound::DB00866', 'Compound::DB00280')",13
"('Compound::DB00866', 'Compound::DB00841')",29
"('Compound::DB00866', 'Compound::DB00843')",13
"('Compound::DB00866', 'Compound::DB00869')",7
"('Compound::DB00866', 'Compound::DB09167')",0
"('Compound::DB00866', 'Compound::DB00590')",17
"('Compound::DB00866', 'Compound::DB04855')",13
"('Compound::DB00866', 'Compound::DB06262')",29
"('Compound::DB00866', 'Compound::DB00476')",0
"('Compound::DB00866', 'Compound::DB09235')",7
"('Compound::DB00866', 'Compound::DB09039')",0
"('Compound::DB00866', 'Compound::DB00584')",7
"('Compound::DB00866', 'Compound::DB00668')",29
"('Compound::DB00866', 'Compound::DB01240')",7
"('Compound::DB00866', 'Compound::DB00876')",7
"('Compound::DB00866', 'Compound::DB01253')",33
"('Compound::DB00866', 'Compound::DB00696')",20
"('Compound::DB00866', 'Compound::DB00749')",9
"('Compound::DB00866', 'Compound::DB00292')",20
"('Compound::DB00866', 'Compound::DB01628')",9
"('Compound::DB00866', 'Compound::DB01023')",7
"('Compound::DB00866', 'Compound::DB00813')",13
"('Compound::DB00866', 'Compound::DB08868')",13
"('Compound::DB00866', 'Compound::DB00472')",0
"('Compound::DB00866', 'Compound::DB00623')",7
"('Compound::DB00866', 'Compound::DB00712')",9
"('Compound::DB00866', 'Compound::DB00176')",0
"('Compound::DB00866', 'Compound::DB00983')",29
"('Compound::DB00866', 'Compound::DB00674')",13
"('Compound::DB00866', 'Compound::DB01120')",10
"('Compound::DB00866', 'Compound::DB00222')",10
"('Compound::DB00866', 'Compound::DB01067')",10
"('Compound::DB00866', 'Compound::DB01016')",10
"('Compound::DB00866', 'Compound::DB00629')",20
"('Compound::DB00866', 'Compound::DB01170')",7
"('Compound::DB00866', 'Compound::DB01018')",20
"('Compound::DB00866', 'Compound::DB00502')",0
"('Compound::DB00866', 'Compound::DB01355')",3
"('Compound::DB00866', 'Compound::DB01275')",7
"('Compound::DB00866', 'Compound::DB01611')",0
"('Compound::DB00866', 'Compound::DB01050')",9
"('Compound::DB00866', 'Compound::DB00458')",0
"('Compound::DB00866', 'Compound::DB05039')",29
"('Compound::DB00866', 'Compound::DB00808')",7
"('Compound::DB00866', 'Compound::DB00328')",9
"('Compound::DB00866', 'Compound::DB01029')",7
"('Compound::DB00866', 'Compound::DB00677')",13
"('Compound::DB00866', 'Compound::DB00951')",0
"('Compound::DB00866', 'Compound::DB01064')",29
"('Compound::DB00866', 'Compound::DB00270')",7
"('Compound::DB00866', 'Compound::DB01026')",0
"('Compound::DB00866', 'Compound::DB01009')",9
"('Compound::DB00866', 'Compound::DB00598')",17
"('Compound::DB00866', 'Compound::DB01097')",9
"('Compound::DB00866', 'Compound::DB00528')",7
"('Compound::DB00866', 'Compound::DB08918')",2
"('Compound::DB00866', 'Compound::DB13139')",29
"('Compound::DB00866', 'Compound::DB00281')",2
"('Compound::DB00866', 'Compound::DB04871')",0
"('Compound::DB00866', 'Compound::DB06725')",9
"('Compound::DB00866', 'Compound::DB00678')",7
"('Compound::DB00866', 'Compound::DB09212')",9
"('Compound::DB00866', 'Compound::DB01283')",9
"('Compound::DB00866', 'Compound::DB08932')",7
"('Compound::DB00866', 'Compound::DB00772')",13
"('Compound::DB00866', 'Compound::DB00179')",9
"('Compound::DB00866', 'Compound::DB00784')",9
"('Compound::DB00866', 'Compound::DB00358')",13
"('Compound::DB00866', 'Compound::DB00814')",9
"('Compound::DB00866', 'Compound::DB01043')",13
"('Compound::DB00866', 'Compound::DB00933')",7
"('Compound::DB00866', 'Compound::DB00333')",0
"('Compound::DB00866', 'Compound::DB01577')",20
"('Compound::DB00866', 'Compound::DB01403')",0
"('Compound::DB00866', 'Compound::DB00968')",7
"('Compound::DB00866', 'Compound::DB00353')",33
"('Compound::DB00866', 'Compound::DB00422')",9
"('Compound::DB00866', 'Compound::DB00849')",3
"('Compound::DB00866', 'Compound::DB01233')",13
"('Compound::DB00866', 'Compound::DB00264')",0
"('Compound::DB00866', 'Compound::DB00211')",13
"('Compound::DB00866', 'Compound::DB06595')",0
